year,month,day,hour,solarenergy
2023,9,6,22,85.6
2023,9,6,23,84.0
2023,9,7,0,49.1
2023,9,7,1,33.4
2023,9,7,2,67.3
2023,9,7,3,21.0
2023,9,7,4,34.2
2023,9,7,5,72.2
2023,9,7,6,205.3
2023,9,7,7,15.6
2023,9,7,8,70.8
2023,9,7,9,46.9
2023,9,7,10,150.2
2023,9,7,11,36.3
2023,9,7,12,117.6
2023,9,7,13,112.7
2023,9,7,14,37.7
2023,9,7,15,44.2
2023,9,7,16,111.7
2023,9,7,17,157.1
2023,9,7,18,100.1
2023,9,7,19,181.0
2023,9,7,20,127.2
2023,9,7,21,48.3
2023,9,7,22,115.1
2023,9,7,23,103.6
2023,9,8,0,119.3
2023,9,8,1,24.6
2023,9,8,2,121.2
2023,9,8,3,106.1
2023,9,8,4,11.2
2023,9,8,5,74.9
2023,9,8,6,10.7
2023,9,8,7,154.3
2023,9,8,8,61.6
2023,9,8,9,86.7
2023,9,8,10,27.7
2023,9,8,11,69.7
2023,9,8,12,158.6
2023,9,8,13,132.8
2023,9,8,14,50.1
2023,9,8,15,57.0
2023,9,8,16,51.4
2023,9,8,17,210.0
2023,9,8,18,28.9
2023,9,8,19,110.4
2023,9,8,20,35.0
2023,9,8,21,146.3
2023,9,8,22,124.0
2023,9,8,23,51.2
2023,9,9,0,35.5
2023,9,9,1,179.2
2023,9,9,2,65.6
2023,9,9,3,59.4
2023,9,9,4,61.8
2023,9,9,5,13.7
2023,9,9,6,35.9
2023,9,9,7,14.1
2023,9,9,8,28.6
2023,9,9,9,27.2
2023,9,9,10,67.6
2023,9,9,11,57.8
2023,9,9,12,45.7
2023,9,9,13,12.8
2023,9,9,14,137.2
2023,9,9,15,96.9
2023,9,9,16,55.9
2023,9,9,17,104.3
2023,9,9,18,16.4
2023,9,9,19,79.9
2023,9,9,20,112.2
2023,9,9,21,37.6
2023,9,9,22,64.4
2023,9,9,23,67.7
2023,9,10,0,110.4
2023,9,10,1,67.8
2023,9,10,2,70.0
2023,9,10,3,33.1
2023,9,10,4,23.6
2023,9,10,5,51.7
2023,9,10,6,17.8
2023,9,10,7,81.3
2023,9,10,8,24.2
2023,9,10,9,146.8
2023,9,10,10,133.0
2023,9,10,11,59.5
2023,9,10,12,24.9
2023,9,10,13,55.4
2023,9,10,14,102.2
2023,9,10,15,114.5
2023,9,10,16,143.1
2023,9,10,17,98.5
2023,9,10,18,80.4
2023,9,10,19,84.0
2023,9,10,20,94.3
2023,9,10,21,33.5
2023,9,10,22,37.0
2023,9,10,23,128.9
2023,9,11,0,18.8
2023,9,11,1,72.2
2023,9,11,2,10.4
2023,9,11,3,33.9
2023,9,11,4,166.0
2023,9,11,5,15.6
2023,9,11,6,139.8
2023,9,11,7,128.3
2023,9,11,8,63.6
2023,9,11,9,41.6
2023,9,11,10,58.5
2023,9,11,11,52.5
2023,9,11,12,23.5
2023,9,11,13,174.7
2023,9,11,14,34.1
2023,9,11,15,56.1
2023,9,11,16,84.3
2023,9,11,17,107.7
2023,9,11,18,57.0
2023,9,11,19,202.5
2023,9,11,20,93.7
2023,9,11,21,126.1
2023,9,11,22,10.5
2023,9,11,23,72.5
2023,9,12,0,48.6
2023,9,12,1,17.2
2023,9,12,2,17.7
2023,9,12,3,129.6
2023,9,12,4,47.8
2023,9,12,5,41.4
2023,9,12,6,74.5
2023,9,12,7,26.0
2023,9,12,8,17.5
2023,9,12,9,97.1
2023,9,12,10,37.5
2023,9,12,11,98.4
2023,9,12,12,51.7
2023,9,12,13,31.7
2023,9,12,14,119.8
2023,9,12,15,132.4
2023,9,12,16,23.9
2023,9,12,17,186.8
2023,9,12,18,79.9
2023,9,12,19,87.4
2023,9,12,20,91.7
2023,9,12,21,81.2
2023,9,12,22,135.6
2023,9,12,23,26.3
2023,9,13,0,145.3
2023,9,13,1,5.8
2023,9,13,2,24.9
2023,9,13,3,215.4
2023,9,13,4,52.5
2023,9,13,5,46.6
2023,9,13,6,139.4
2023,9,13,7,55.1
2023,9,13,8,66.2
2023,9,13,9,129.6
2023,9,13,10,45.1
2023,9,13,11,16.7
2023,9,13,12,94.5
2023,9,13,13,155.2
2023,9,13,14,103.9
2023,9,13,15,36.9
2023,9,13,16,178.7
2023,9,13,17,51.7
2023,9,13,18,178.5
2023,9,13,19,61.2
2023,9,13,20,70.1
2023,9,13,21,14.5
2023,9,13,22,68.8
2023,9,13,23,164.4
2023,9,14,0,175.9
2023,9,14,1,236.7
2023,9,14,2,124.2
2023,9,14,3,39.0
2023,9,14,4,135.7
2023,9,14,5,138.9
2023,9,14,6,106.1
2023,9,14,7,27.5
2023,9,14,8,93.6
2023,9,14,9,38.6
2023,9,14,10,89.6
2023,9,14,11,22.3
2023,9,14,12,150.7
2023,9,14,13,137.6
2023,9,14,14,146.2
2023,9,14,15,126.9
2023,9,14,16,128.9
2023,9,14,17,132.8
2023,9,14,18,160.3
2023,9,14,19,40.0
2023,9,14,20,46.3
2023,9,14,21,43.8
2023,9,14,22,60.8
2023,9,14,23,29.0
2023,9,15,0,73.5
2023,9,15,1,64.6
2023,9,15,2,75.0
2023,9,15,3,67.7
2023,9,15,4,58.4
2023,9,15,5,44.8
2023,9,15,6,21.9
2023,9,15,7,95.6
2023,9,15,8,137.1
2023,9,15,9,68.0
2023,9,15,10,88.6
2023,9,15,11,24.2
2023,9,15,12,36.6
2023,9,15,13,145.4
2023,9,15,14,99.1
2023,9,15,15,48.0
2023,9,15,16,77.5
2023,9,15,17,75.0
2023,9,15,18,82.6
2023,9,15,19,195.3
2023,9,15,20,45.6
2023,9,15,21,96.8
2023,9,15,22,89.8
2023,9,15,23,74.1
2023,9,16,0,72.9
2023,9,16,1,34.6
2023,9,16,2,46.1
2023,9,16,3,13.8
2023,9,16,4,16.6
2023,9,16,5,86.7
2023,9,16,6,44.5
2023,9,16,7,28.1
2023,9,16,8,85.2
2023,9,16,9,52.5
2023,9,16,10,55.3
2023,9,16,11,57.5
2023,9,16,12,68.7
2023,9,16,13,60.3
2023,9,16,14,34.9
2023,9,16,15,86.9
2023,9,16,16,19.7
2023,9,16,17,8.2
2023,9,16,18,138.0
2023,9,16,19,12.5
2023,9,16,20,238.6
2023,9,16,21,37.8
2023,9,16,22,68.9
2023,9,16,23,78.4
2023,9,17,0,124.3
2023,9,17,1,130.8
2023,9,17,2,43.5
2023,9,17,3,17.5
2023,9,17,4,34.2
2023,9,17,5,195.6
2023,9,17,6,75.8
2023,9,17,7,38.7
2023,9,17,8,61.8
2023,9,17,9,149.1
2023,9,17,10,38.7
2023,9,17,11,80.8
2023,9,17,12,108.5
2023,9,17,13,47.8
2023,9,17,14,81.2
2023,9,17,15,51.4
2023,9,17,16,14.3
2023,9,17,17,136.9
2023,9,17,18,95.7
2023,9,17,19,172.4
2023,9,17,20,78.4
2023,9,17,21,39.8
2023,9,17,22,179.6
2023,9,17,23,95.1
2023,9,18,0,200.1
2023,9,18,1,38.4
2023,9,18,2,84.4
2023,9,18,3,77.3
2023,9,18,4,106.8
2023,9,18,5,59.2
2023,9,18,6,40.0
2023,9,18,7,194.7
2023,9,18,8,47.9
2023,9,18,9,18.9
2023,9,18,10,65.6
2023,9,18,11,36.2
2023,9,18,12,134.0
2023,9,18,13,108.8
2023,9,18,14,58.4
2023,9,18,15,85.6
2023,9,18,16,31.7
2023,9,18,17,211.6
2023,9,18,18,69.2
2023,9,18,19,58.3
2023,9,18,20,31.1
2023,9,18,21,23.7
2023,9,18,22,31.3
2023,9,18,23,65.3
2023,9,19,0,122.9
2023,9,19,1,84.8
2023,9,19,2,139.7
2023,9,19,3,54.5
2023,9,19,4,60.5
2023,9,19,5,36.5
2023,9,19,6,138.8
2023,9,19,7,57.2
2023,9,19,8,86.3
2023,9,19,9,96.1
2023,9,19,10,67.1
2023,9,19,11,184.6
2023,9,19,12,162.5
2023,9,19,13,30.7
2023,9,19,14,11.5
2023,9,19,15,136.2
2023,9,19,16,153.0
2023,9,19,17,128.9
2023,9,19,18,81.2
2023,9,19,19,23.5
2023,9,19,20,23.6
2023,9,19,21,97.1
2023,9,19,22,66.6
2023,9,19,23,98.3
2023,9,20,0,25.6
2023,9,20,1,209.2
2023,9,20,2,33.8
2023,9,20,3,66.2
2023,9,20,4,31.1
2023,9,20,5,49.0
2023,9,20,6,83.9
2023,9,20,7,56.2
2023,9,20,8,114.1
2023,9,20,9,58.0
2023,9,20,10,142.2
2023,9,20,11,73.9
2023,9,20,12,14.4
2023,9,20,13,75.3
2023,9,20,14,47.9
2023,9,20,15,114.7
2023,9,20,16,38.2
2023,9,20,17,106.3
2023,9,20,18,112.0
2023,9,20,19,46.9
2023,9,20,20,58.6
2023,9,20,21,179.4
2023,9,20,22,95.6
2023,9,20,23,87.1
2023,9,21,0,18.7
2023,9,21,1,175.7
2023,9,21,2,23.0
2023,9,21,3,118.4
2023,9,21,4,46.8
2023,9,21,5,63.7
2023,9,21,6,61.2
2023,9,21,7,35.2
2023,9,21,8,36.8
2023,9,21,9,99.6
2023,9,21,10,49.1
2023,9,21,11,75.4
2023,9,21,12,19.7
2023,9,21,13,89.7
2023,9,21,14,121.8
2023,9,21,15,32.7
2023,9,21,16,154.6
2023,9,21,17,45.3
2023,9,21,18,30.5
2023,9,21,19,83.9
2023,9,21,20,172.3
2023,9,21,21,41.3
2023,9,21,22,96.3
2023,9,21,23,33.2
2023,9,22,0,102.5
2023,9,22,1,50.6
2023,9,22,2,61.1
2023,9,22,3,24.5
2023,9,22,4,30.4
2023,9,22,5,70.7
2023,9,22,6,85.1
2023,9,22,7,25.6
2023,9,22,8,115.2
2023,9,22,9,65.6
2023,9,22,10,47.8
2023,9,22,11,195.7
2023,9,22,12,31.2
2023,9,22,13,19.5
2023,9,22,14,37.5
2023,9,22,15,144.2
2023,9,22,16,27.0
2023,9,22,17,38.0
2023,9,22,18,53.0
2023,9,22,19,33.7
2023,9,22,20,162.0
2023,9,22,21,169.8
2023,9,22,22,31.9
2023,9,22,23,62.7
2023,9,23,0,122.0
2023,9,23,1,29.8
2023,9,23,2,128.9
2023,9,23,3,136.7
2023,9,23,4,12.5
2023,9,23,5,181.3
2023,9,23,6,38.0
2023,9,23,7,119.0
2023,9,23,8,29.2
2023,9,23,9,52.8
2023,9,23,10,193.2
2023,9,23,11,41.1
2023,9,23,12,50.8
2023,9,23,13,31.8
2023,9,23,14,12.4
2023,9,23,15,106.1
2023,9,23,16,88.6
2023,9,23,17,53.1
2023,9,23,18,43.2
2023,9,23,19,130.6
2023,9,23,20,52.9
2023,9,23,21,42.4
2023,9,23,22,55.8
2023,9,23,23,25.3
2023,9,24,0,56.8
2023,9,24,1,81.1
2023,9,24,2,55.9
2023,9,24,3,120.4
2023,9,24,4,52.4
2023,9,24,5,227.1
2023,9,24,6,61.6
2023,9,24,7,30.0
2023,9,24,8,192.6
2023,9,24,9,57.4
2023,9,24,10,107.8
2023,9,24,11,51.2
2023,9,24,12,48.7
2023,9,24,13,50.7
2023,9,24,14,106.9
2023,9,24,15,110.6
2023,9,24,16,51.9
2023,9,24,17,70.8
2023,9,24,18,122.4
2023,9,24,19,74.0
2023,9,24,20,40.8
2023,9,24,21,10.5
2023,9,24,22,26.0
2023,9,24,23,28.9
2023,9,25,0,57.9
2023,9,25,1,35.7
2023,9,25,2,81.6
2023,9,25,3,73.9
2023,9,25,4,63.5
2023,9,25,5,66.5
2023,9,25,6,197.2
2023,9,25,7,34.5
2023,9,25,8,29.8
2023,9,25,9,103.9
2023,9,25,10,166.2
2023,9,25,11,28.6
2023,9,25,12,72.8
2023,9,25,13,14.4
2023,9,25,14,12.1
2023,9,25,15,40.6
2023,9,25,16,188.1
2023,9,25,17,13.8
2023,9,25,18,76.0
2023,9,25,19,77.6
2023,9,25,20,27.0
2023,9,25,21,192.8
2023,9,25,22,43.5
2023,9,25,23,48.9
2023,9,26,0,63.0
2023,9,26,1,74.2
2023,9,26,2,65.8
2023,9,26,3,75.9
2023,9,26,4,68.5
2023,9,26,5,161.3
2023,9,26,6,23.5
2023,9,26,7,89.1
2023,9,26,8,143.9
2023,9,26,9,81.3
2023,9,26,10,116.6
2023,9,26,11,128.7
2023,9,26,12,7.5
2023,9,26,13,107.2
2023,9,26,14,19.8
2023,9,26,15,36.8
2023,9,26,16,50.1
2023,9,26,17,92.9
2023,9,26,18,28.1
2023,9,26,19,25.2
2023,9,26,20,125.0
2023,9,26,21,36.3
2023,9,26,22,59.9
2023,9,26,23,42.8
2023,9,27,0,89.6
2023,9,27,1,79.0
2023,9,27,2,135.0
2023,9,27,3,87.0
2023,9,27,4,154.8
2023,9,27,5,159.3
2023,9,27,6,63.8
2023,9,27,7,57.2
2023,9,27,8,74.2
2023,9,27,9,25.5
2023,9,27,10,27.0
2023,9,27,11,98.4
2023,9,27,12,34.5
2023,9,27,13,15.0
2023,9,27,14,51.2
2023,9,27,15,34.3
2023,9,27,16,43.6
2023,9,27,17,169.7
2023,9,27,18,153.1
2023,9,27,19,15.6
2023,9,27,20,157.9
2023,9,27,21,92.0
2023,9,27,22,38.0
2023,9,27,23,142.2
2023,9,28,0,45.7
2023,9,28,1,22.6
2023,9,28,2,18.6
2023,9,28,3,35.0
2023,9,28,4,171.0
2023,9,28,5,82.4
2023,9,28,6,29.4
2023,9,28,7,133.3
2023,9,28,8,39.0
2023,9,28,9,20.8
2023,9,28,10,62.6
2023,9,28,11,56.9
2023,9,28,12,18.2
2023,9,28,13,39.2
2023,9,28,14,79.0
2023,9,28,15,47.8
2023,9,28,16,31.9
2023,9,28,17,37.5
2023,9,28,18,129.0
2023,9,28,19,93.8
2023,9,28,20,10.6
2023,9,28,21,112.9
2023,9,28,22,92.5
2023,9,28,23,36.9
2023,9,29,0,119.8
2023,9,29,1,58.0
2023,9,29,2,83.1
2023,9,29,3,78.0
2023,9,29,4,10.5
2023,9,29,5,102.5
2023,9,29,6,93.3
2023,9,29,7,35.2
2023,9,29,8,40.1
2023,9,29,9,40.4
2023,9,29,10,171.5
2023,9,29,11,74.7
2023,9,29,12,12.7
2023,9,29,13,72.6
2023,9,29,14,56.4
2023,9,29,15,89.8
2023,9,29,16,30.3
2023,9,29,17,43.4
2023,9,29,18,59.0
2023,9,29,19,26.8
2023,9,29,20,61.3
2023,9,29,21,48.9
2023,9,29,22,14.1
2023,9,29,23,39.9
2023,9,30,0,22.1
2023,9,30,1,34.2
2023,9,30,2,185.3
2023,9,30,3,122.5
2023,9,30,4,87.8
2023,9,30,5,84.5
2023,9,30,6,44.6
2023,9,30,7,89.4
2023,9,30,8,73.3
2023,9,30,9,43.1
2023,9,30,10,105.4
2023,9,30,11,47.9
2023,9,30,12,35.4
2023,9,30,13,151.5
2023,9,30,14,132.3
2023,9,30,15,131.4
2023,9,30,16,77.1
2023,9,30,17,49.7
2023,9,30,18,98.4
2023,9,30,19,64.5
2023,9,30,20,50.0
2023,9,30,21,23.3
2023,9,30,22,28.2
2023,9,30,23,228.9
2023,10,1,0,63.2
2023,10,1,1,69.1
2023,10,1,2,139.6
2023,10,1,3,137.4
2023,10,1,4,93.0
2023,10,1,5,181.1
2023,10,1,6,34.1
2023,10,1,7,68.7
2023,10,1,8,122.6
2023,10,1,9,82.0
2023,10,1,10,65.4
2023,10,1,11,63.7
2023,10,1,12,117.8
2023,10,1,13,50.9
2023,10,1,14,49.4
2023,10,1,15,70.9
2023,10,1,16,40.3
2023,10,1,17,28.2
2023,10,1,18,200.5
2023,10,1,19,32.4
2023,10,1,20,18.3
2023,10,1,21,97.9
2023,10,1,22,84.2
2023,10,1,23,60.5
2023,10,2,0,210.2
2023,10,2,1,46.9
2023,10,2,2,118.4
2023,10,2,3,206.3
2023,10,2,4,103.8
2023,10,2,5,121.3
2023,10,2,6,89.5
2023,10,2,7,59.7
2023,10,2,8,95.1
2023,10,2,9,82.0
2023,10,2,10,29.0
2023,10,2,11,111.8
2023,10,2,12,33.1
2023,10,2,13,36.0
2023,10,2,14,20.7
2023,10,2,15,33.9
2023,10,2,16,123.8
2023,10,2,17,83.6
2023,10,2,18,72.5
2023,10,2,19,81.5
2023,10,2,20,101.4
2023,10,2,21,33.1
2023,10,2,22,178.4
2023,10,2,23,15.7
2023,10,3,0,38.0
2023,10,3,1,46.7
2023,10,3,2,110.1
2023,10,3,3,129.3
2023,10,3,4,14.3
2023,10,3,5,34.7
2023,10,3,6,5.8
2023,10,3,7,103.3
2023,10,3,8,102.0
2023,10,3,9,66.3
2023,10,3,10,106.0
2023,10,3,11,65.7
2023,10,3,12,41.0
2023,10,3,13,44.9
2023,10,3,14,29.7
2023,10,3,15,73.9
2023,10,3,16,11.5
2023,10,3,17,56.2
2023,10,3,18,47.0
2023,10,3,19,162.4
2023,10,3,20,132.5
2023,10,3,21,125.6
2023,10,3,22,32.4
2023,10,3,23,55.7
2023,10,4,0,88.9
2023,10,4,1,71.1
2023,10,4,2,76.3
2023,10,4,3,55.6
2023,10,4,4,97.1
2023,10,4,5,33.2
2023,10,4,6,27.4
2023,10,4,7,61.1
2023,10,4,8,38.8
2023,10,4,9,119.4
2023,10,4,10,138.4
2023,10,4,11,80.9
2023,10,4,12,206.0
2023,10,4,13,48.1
2023,10,4,14,33.7
2023,10,4,15,123.2
2023,10,4,16,34.8
2023,10,4,17,161.9
2023,10,4,18,38.9
2023,10,4,19,34.2
2023,10,4,20,76.8
2023,10,4,21,29.0
2023,10,4,22,52.7
2023,10,4,23,49.7
2023,10,5,0,22.4
2023,10,5,1,47.6
2023,10,5,2,23.6
2023,10,5,3,141.2
2023,10,5,4,49.8
2023,10,5,5,232.9
2023,10,5,6,142.0
2023,10,5,7,145.7
2023,10,5,8,101.9
2023,10,5,9,22.6
2023,10,5,10,211.9
2023,10,5,11,27.6
2023,10,5,12,128.9
2023,10,5,13,76.1
2023,10,5,14,96.0
2023,10,5,15,90.5
2023,10,5,16,33.0
2023,10,5,17,98.0
2023,10,5,18,26.5
2023,10,5,19,170.6
2023,10,5,20,113.9
2023,10,5,21,79.5
2023,10,5,22,71.8
2023,10,5,23,127.7
2023,10,6,0,117.6
2023,10,6,1,45.6
2023,10,6,2,71.1
2023,10,6,3,97.7
2023,10,6,4,46.2
2023,10,6,5,83.7
2023,10,6,6,209.9
2023,10,6,7,71.4
2023,10,6,8,171.9
2023,10,6,9,31.0
2023,10,6,10,76.5
2023,10,6,11,8.5
2023,10,6,12,85.0
2023,10,6,13,179.2
2023,10,6,14,61.6
2023,10,6,15,43.9
2023,10,6,16,53.0
2023,10,6,17,59.6
2023,10,6,18,55.4
2023,10,6,19,106.4
2023,10,6,20,113.9
2023,10,6,21,143.5
2023,10,6,22,24.9
2023,10,6,23,115.2
2023,10,7,0,93.8
2023,10,7,1,144.8
2023,10,7,2,122.5
2023,10,7,3,21.0
2023,10,7,4,71.2
2023,10,7,5,58.4
2023,10,7,6,96.9
2023,10,7,7,31.3
2023,10,7,8,126.5
2023,10,7,9,27.4
2023,10,7,10,74.8
2023,10,7,11,32.4
2023,10,7,12,59.3
2023,10,7,13,50.7
2023,10,7,14,120.4
2023,10,7,15,182.4
2023,10,7,16,121.8
2023,10,7,17,51.7
2023,10,7,18,225.6
2023,10,7,19,28.9
2023,10,7,20,10.9
2023,10,7,21,21.9
2023,10,7,22,48.2
2023,10,7,23,126.5
2023,10,8,0,42.3
2023,10,8,1,19.1
2023,10,8,2,156.6
2023,10,8,3,114.3
2023,10,8,4,50.0
2023,10,8,5,158.4
2023,10,8,6,135.4
2023,10,8,7,107.3
2023,10,8,8,202.3
2023,10,8,9,24.7
2023,10,8,10,128.1
2023,10,8,11,68.7
2023,10,8,12,85.7
2023,10,8,13,184.1
2023,10,8,14,103.2
2023,10,8,15,91.3
2023,10,8,16,25.1
2023,10,8,17,91.5
2023,10,8,18,55.0
2023,10,8,19,38.4
2023,10,8,20,33.6
2023,10,8,21,29.7
2023,10,8,22,110.0
2023,10,8,23,157.5
2023,10,9,0,168.4
2023,10,9,1,107.9
2023,10,9,2,168.8
2023,10,9,3,183.5
2023,10,9,4,131.0
2023,10,9,5,182.5
2023,10,9,6,24.9
2023,10,9,7,53.7
2023,10,9,8,72.8
2023,10,9,9,26.3
2023,10,9,10,168.1
2023,10,9,11,91.8
2023,10,9,12,107.5
2023,10,9,13,20.6
2023,10,9,14,125.1
2023,10,9,15,87.9
2023,10,9,16,108.8
2023,10,9,17,78.4
2023,10,9,18,58.7
2023,10,9,19,83.6
2023,10,9,20,119.5
2023,10,9,21,37.0
2023,10,9,22,27.9
2023,10,9,23,36.1
2023,10,10,0,52.5
2023,10,10,1,107.7
2023,10,10,2,151.4
2023,10,10,3,20.4
2023,10,10,4,99.5
2023,10,10,5,31.7
2023,10,10,6,72.4
2023,10,10,7,151.7
2023,10,10,8,69.2
2023,10,10,9,104.3
2023,10,10,10,24.0
2023,10,10,11,230.3
2023,10,10,12,55.0
2023,10,10,13,121.4
2023,10,10,14,114.6
2023,10,10,15,139.3
2023,10,10,16,31.5
2023,10,10,17,149.0
2023,10,10,18,44.3
2023,10,10,19,215.7
2023,10,10,20,60.7
2023,10,10,21,78.4
2023,10,10,22,23.0
2023,10,10,23,71.9
2023,10,11,0,74.9
2023,10,11,1,60.9
2023,10,11,2,127.0
2023,10,11,3,85.5
2023,10,11,4,27.2
2023,10,11,5,50.1
2023,10,11,6,118.8
2023,10,11,7,25.8
2023,10,11,8,78.5
2023,10,11,9,49.7
2023,10,11,10,209.8
2023,10,11,11,97.9
2023,10,11,12,42.8
2023,10,11,13,43.9
2023,10,11,14,49.2
2023,10,11,15,122.6
2023,10,11,16,41.1
2023,10,11,17,112.9
2023,10,11,18,204.8
2023,10,11,19,87.7
2023,10,11,20,35.4
2023,10,11,21,56.9
2023,10,11,22,42.0
2023,10,11,23,110.7
2023,10,12,0,74.5
2023,10,12,1,109.0
2023,10,12,2,79.5
2023,10,12,3,30.0
2023,10,12,4,126.9
2023,10,12,5,71.4
2023,10,12,6,33.6
2023,10,12,7,60.9
2023,10,12,8,150.4
2023,10,12,9,77.0
2023,10,12,10,162.9
2023,10,12,11,42.6
2023,10,12,12,195.4
2023,10,12,13,56.6
2023,10,12,14,48.7
2023,10,12,15,93.5
2023,10,12,16,88.0
2023,10,12,17,44.5
2023,10,12,18,62.8
2023,10,12,19,116.5
2023,10,12,20,42.4
2023,10,12,21,142.5
2023,10,12,22,65.5
2023,10,12,23,76.6
2023,10,13,0,121.5
2023,10,13,1,7.3
2023,10,13,2,89.7
2023,10,13,3,26.0
2023,10,13,4,84.8
2023,10,13,5,148.0
2023,10,13,6,137.0
2023,10,13,7,43.0
2023,10,13,8,67.1
2023,10,13,9,33.3
2023,10,13,10,175.8
2023,10,13,11,50.6
2023,10,13,12,76.8
2023,10,13,13,73.3
2023,10,13,14,130.1
2023,10,13,15,153.6
2023,10,13,16,18.1
2023,10,13,17,121.7
2023,10,13,18,82.5
2023,10,13,19,13.7
2023,10,13,20,94.1
2023,10,13,21,155.9
2023,10,13,22,175.9
2023,10,13,23,63.0
2023,10,14,0,55.6
2023,10,14,1,14.7
2023,10,14,2,90.8
2023,10,14,3,72.6
2023,10,14,4,87.1
2023,10,14,5,34.9
2023,10,14,6,63.4
2023,10,14,7,129.9
2023,10,14,8,153.3
2023,10,14,9,59.0
2023,10,14,10,140.1
2023,10,14,11,34.8
2023,10,14,12,15.3
2023,10,14,13,32.7
2023,10,14,14,54.3
2023,10,14,15,107.9
2023,10,14,16,71.2
2023,10,14,17,217.8
2023,10,14,18,120.0
2023,10,14,19,96.2
2023,10,14,20,115.4
2023,10,14,21,56.9
2023,10,14,22,10.7
2023,10,14,23,37.6
2023,10,15,0,97.9
2023,10,15,1,114.1
2023,10,15,2,43.7
2023,10,15,3,143.8
2023,10,15,4,88.1
2023,10,15,5,132.3
2023,10,15,6,117.9
2023,10,15,7,73.7
2023,10,15,8,76.0
2023,10,15,9,39.7
2023,10,15,10,88.7
2023,10,15,11,134.9
2023,10,15,12,48.4
2023,10,15,13,9.0
2023,10,15,14,64.9
2023,10,15,15,67.0
2023,10,15,16,131.7
2023,10,15,17,53.6
2023,10,15,18,182.0
2023,10,15,19,29.6
2023,10,15,20,145.7
2023,10,15,21,85.8
2023,10,15,22,72.0
2023,10,15,23,77.3
2023,10,16,0,36.2
2023,10,16,1,170.3
2023,10,16,2,19.3
2023,10,16,3,31.4
2023,10,16,4,121.1
2023,10,16,5,94.5
2023,10,16,6,36.2
2023,10,16,7,16.2
2023,10,16,8,172.6
2023,10,16,9,136.8
2023,10,16,10,149.0
2023,10,16,11,10.7
2023,10,16,12,238.5
2023,10,16,13,107.8
2023,10,16,14,17.8
2023,10,16,15,110.5
2023,10,16,16,49.6
2023,10,16,17,78.6
2023,10,16,18,70.1
2023,10,16,19,97.6
2023,10,16,20,112.5
2023,10,16,21,65.5
2023,10,16,22,139.6
2023,10,16,23,82.9
2023,10,17,0,18.4
2023,10,17,1,151.7
2023,10,17,2,28.8
2023,10,17,3,134.1
2023,10,17,4,26.1
2023,10,17,5,36.0
2023,10,17,6,11.2
2023,10,17,7,159.7
2023,10,17,8,173.8
2023,10,17,9,11.1
2023,10,17,10,61.4
2023,10,17,11,58.5
2023,10,17,12,100.3
2023,10,17,13,69.5
2023,10,17,14,85.3
2023,10,17,15,41.7
2023,10,17,16,120.1
2023,10,17,17,185.4
2023,10,17,18,104.6
2023,10,17,19,194.8
2023,10,17,20,73.3
2023,10,17,21,43.3
2023,10,17,22,49.3
2023,10,17,23,72.8
2023,10,18,0,148.3
2023,10,18,1,45.0
2023,10,18,2,27.2
2023,10,18,3,50.4
2023,10,18,4,80.7
2023,10,18,5,12.8
2023,10,18,6,114.5
2023,10,18,7,32.9
2023,10,18,8,77.2
2023,10,18,9,125.8
2023,10,18,10,133.3
2023,10,18,11,192.1
2023,10,18,12,135.0
2023,10,18,13,199.1
2023,10,18,14,173.3
2023,10,18,15,59.1
2023,10,18,16,107.5
2023,10,18,17,153.2
2023,10,18,18,227.2
2023,10,18,19,153.6
2023,10,18,20,97.3
2023,10,18,21,60.3
2023,10,18,22,32.1
2023,10,18,23,113.3
2023,10,19,0,114.0
2023,10,19,1,59.9
2023,10,19,2,157.1
2023,10,19,3,67.3
2023,10,19,4,31.4
2023,10,19,5,212.6
2023,10,19,6,88.0
2023,10,19,7,137.3
2023,10,19,8,134.4
2023,10,19,9,70.7
2023,10,19,10,86.0
2023,10,19,11,15.1
2023,10,19,12,74.2
2023,10,19,13,42.5
2023,10,19,14,34.0
2023,10,19,15,58.2
2023,10,19,16,85.4
2023,10,19,17,64.7
2023,10,19,18,71.1
2023,10,19,19,68.2
2023,10,19,20,160.1
2023,10,19,21,113.3
2023,10,19,22,33.4
2023,10,19,23,39.1
2023,10,20,0,93.7
2023,10,20,1,24.1
2023,10,20,2,40.0
2023,10,20,3,57.3
2023,10,20,4,13.9
2023,10,20,5,39.7
2023,10,20,6,20.3
2023,10,20,7,56.3
2023,10,20,8,48.9
2023,10,20,9,43.4
2023,10,20,10,103.4
2023,10,20,11,59.6
2023,10,20,12,66.2
2023,10,20,13,49.0
2023,10,20,14,113.3
2023,10,20,15,32.5
2023,10,20,16,39.5
2023,10,20,17,27.6
2023,10,20,18,38.5
2023,10,20,19,77.0
2023,10,20,20,23.0
2023,10,20,21,37.8
2023,10,20,22,170.1
2023,10,20,23,36.8
2023,10,21,0,15.4
2023,10,21,1,28.5
2023,10,21,2,44.9
2023,10,21,3,65.6
2023,10,21,4,10.4
2023,10,21,5,32.8
2023,10,21,6,66.3
2023,10,21,7,90.5
2023,10,21,8,22.4
2023,10,21,9,39.4
2023,10,21,10,55.0
2023,10,21,11,172.8
2023,10,21,12,81.2
2023,10,21,13,165.1
2023,10,21,14,166.9
2023,10,21,15,147.4
2023,10,21,16,113.2
